Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_102658,7.59,43.2,28.7,133.9,Sandy,High,100.84,High
CASE_102659,7.74,36.6,56.3,215.1,Clay,Low,34.48,Low
CASE_102660,7.67,30.1,39.9,267,Silty,Low,113.32,High
CASE_102661,6.45,23.3,73.9,353.6,Silty,High,111.25,High
CASE_102662,6.55,34.5,84.2,186.8,Silty,High,187.06,High
CASE_102663,5.14,33,85.3,357,Sandy,Medium,39.64,Low
CASE_102664,5.83,44.3,44,297.7,Clay,Low,107.47,High
CASE_102665,6.07,43.8,62.9,375.1,Loamy,Low,123.66,High
CASE_102666,7.37,36.1,87.9,1.8,Silty,High,116.67,High
CASE_102667,4.62,44.1,36.7,189.1,Loamy,High,97.09,Medium
CASE_102668,6.02,11.6,45.1,156.6,Silty,Medium,106.8,High
CASE_102669,6.68,44.6,79.4,397.3,Clay,Medium,45.54,Low
CASE_102670,7.29,13.9,53.1,323.6,Clay,Low,100.46,High
CASE_102671,7.48,18.9,85.7,183.9,Silty,High,142.03,High
CASE_102672,6.17,36.3,61.1,152.7,Clay,High,173.76,High
CASE_102673,6.06,13.8,87.2,14.2,Loamy,Low,118.97,High
CASE_102674,7.06,42.3,31.4,226.8,Silty,Low,75.19,Medium
CASE_102675,6.6,31.9,76.8,336.4,Clay,High,152.73,High
CASE_102676,8.49,25.2,21.8,145,Sandy,Medium,74.03,Medium
CASE_102677,5.63,11.9,71.6,29.6,Clay,High,28.68,Low
CASE_102678,4.75,19.4,62.9,385.9,Clay,High,23.12,Low
CASE_102679,5.2,19.3,25.7,311.4,Silty,Medium,175.81,High
CASE_102680,5.49,18.5,94.3,302.7,Loamy,Medium,113.56,High
CASE_102681,7.98,32.6,91,112.5,Sandy,High,116.54,High
CASE_102682,6.07,40.8,93.5,197.5,Sandy,Low,139.58,High
CASE_102683,7.91,32.6,23.4,216.9,Silty,Medium,97.03,Medium
CASE_102684,5.81,26.5,79.9,18.6,Loamy,High,156.81,High
CASE_102685,5.42,21.8,94.9,330.2,Silty,Medium,82.6,Medium
CASE_102686,5.86,20.4,37.6,332,Clay,Medium,187.73,High
CASE_102687,6.01,27.7,59.6,355.5,Clay,Low,51.05,Medium
CASE_102688,6.27,36.1,89.8,363,Clay,High,182.16,High
CASE_102689,6.41,25.1,68.1,377.9,Loamy,Low,45.11,Low
CASE_102690,5.27,41.3,92.3,191.5,Sandy,Medium,93.11,Medium
CASE_102691,7.29,22.4,86.6,390.3,Clay,Medium,158.13,High
CASE_102692,5.69,30.5,53,120.9,Loamy,Low,115.32,High
CASE_102693,5.29,29,65.1,243.4,Sandy,Low,54.28,Medium
CASE_102694,7.84,26.7,94.1,175.8,Sandy,Medium,87.14,Medium
CASE_102695,7.11,39.8,90.7,398.9,Loamy,Low,14.82,Low
CASE_102696,6.3,29.7,31.8,342.5,Sandy,Low,117.2,High
CASE_102697,5.62,14.9,71.3,124.9,Loamy,High,92.68,Medium
CASE_102698,7.08,29.6,23.4,372.8,Clay,Low,135.85,High
CASE_102699,6.65,34.9,24.2,252.7,Loamy,Low,198.84,High
CASE_102700,7.58,17.9,93.2,398.1,Silty,High,156.81,High
CASE_102701,5.66,34.1,45.4,387.1,Clay,High,187.61,High
CASE_102702,6.21,21.4,68.4,52.4,Silty,Medium,102.06,High
CASE_102703,7.72,40.1,47,130,Loamy,Low,196.22,High
CASE_102704,8.28,15,87.7,33.4,Loamy,Medium,13.92,Low
CASE_102705,4.65,35.2,41,285.8,Clay,Medium,34.63,Low
CASE_102706,8.23,25.8,75.1,200.4,Sandy,Low,26.22,Low
CASE_102707,5.3,29,53,156,Clay,High,64.04,Medium
CASE_102708,4.68,21.9,50.9,38.8,Silty,Low,139.65,High
CASE_102709,8.48,35.8,26.6,8.1,Silty,High,15.07,Low
CASE_102710,7.65,42.3,64.9,74.8,Sandy,High,90.64,Medium
CASE_102711,6.82,33.9,45.3,152.6,Loamy,Low,191.38,High
CASE_102712,7.02,37.6,32.9,84.8,Clay,Low,185.92,High
CASE_102713,7.04,20.2,79.4,323.2,Loamy,Low,39.43,Low
CASE_102714,7.09,44.7,66.7,14.3,Sandy,High,40.26,Low
CASE_102715,5.28,38.5,83.4,103.4,Clay,High,67.47,Medium
CASE_102716,8.13,27.6,69.2,166.2,Silty,High,51.07,Medium
CASE_102717,5.86,32.2,64.3,117.4,Silty,High,80.24,Medium
CASE_102718,6.16,32,88.6,14.5,Silty,Low,76.87,Medium
CASE_102719,6.51,25,74.7,97,Clay,High,42.77,Low
CASE_102720,8.14,43.6,78,362.4,Silty,Low,177.35,High
CASE_102721,4.53,34.7,90.3,74.8,Loamy,High,43.53,Low
CASE_102722,8.21,32.6,92.8,137.9,Silty,High,150.56,High
CASE_102723,6.03,10,74.9,300.7,Sandy,Medium,110.89,High
CASE_102724,6.59,22.6,21.2,225,Clay,High,72.28,Medium
CASE_102725,7.52,10.3,91.9,206.1,Loamy,Medium,20.61,Low
CASE_102726,6.83,22.2,83.3,144.5,Clay,High,16.31,Low
CASE_102727,6,10.6,49.3,261.8,Silty,High,172.22,High
CASE_102728,4.73,30.6,76.7,165.3,Silty,Medium,89.24,Medium
CASE_102729,5.31,15.4,56.1,211.7,Sandy,Medium,22.22,Low
CASE_102730,6.9,28.4,58.7,349.3,Silty,High,19.28,Low
CASE_102731,7.19,22.1,21.3,100.5,Silty,Low,12.95,Low
CASE_102732,5.19,24.5,56.2,183.7,Loamy,Low,125.28,High
CASE_102733,8.3,30.4,79.7,172.2,Clay,Medium,13.87,Low
CASE_102734,8.08,18.4,34.9,198.5,Sandy,Medium,176.47,High
CASE_102735,7.11,34.8,78.4,225.6,Loamy,Medium,67.86,Medium
CASE_102736,6.95,35.5,45.9,268,Silty,High,193.57,High
CASE_102737,7.36,28.2,71.2,107.8,Loamy,High,52.79,Medium
CASE_102738,6.89,20.2,73.7,322.4,Clay,Low,91.57,Medium
CASE_102739,7.14,34.3,72.8,273.1,Loamy,Medium,63.62,Medium
CASE_102740,5.52,15.5,71.9,37.3,Silty,Medium,82,Medium
CASE_102741,7.93,41.7,50.6,338.7,Clay,Low,166.2,High
CASE_102742,7.64,12.6,94.1,269.9,Sandy,Medium,9.22,Low
CASE_102743,7.2,11.5,82.8,67.8,Clay,Low,52.93,Medium
CASE_102744,4.77,26.9,32.7,291.8,Clay,Low,48.77,Low
CASE_102745,6.77,20,48.3,326.2,Loamy,Low,71.78,Medium
CASE_102746,5.81,24.9,60.7,149,Silty,Low,21.03,Low
CASE_102747,6.23,23.4,68.6,386.5,Silty,High,12.67,Low
CASE_102748,5.71,11.1,32.4,158,Loamy,Medium,197.44,High
CASE_102749,6.23,21.8,29.2,118.4,Sandy,Low,23.93,Low
CASE_102750,7.36,31.4,52,95.6,Sandy,Medium,63.9,Medium
CASE_102751,5.9,17.5,28.7,351.9,Silty,Low,120.46,High
CASE_102752,6.46,40.5,61,192.3,Sandy,High,126.92,High
CASE_102753,4.95,16.2,79,334.3,Loamy,Medium,145.34,High
CASE_102754,7.03,25.4,71,43.4,Loamy,Medium,113.12,High
CASE_102755,7.02,21.1,32.1,163.7,Silty,High,151.28,High
CASE_102756,6.03,31.5,81,10.5,Silty,Low,128.57,High
CASE_102757,6.68,32.8,58.8,396.7,Loamy,High,152.92,High
CASE_102758,4.87,15.6,48.7,62.2,Sandy,Low,100.75,High
CASE_102759,5.84,32.4,60,326.2,Silty,Medium,189.62,High
CASE_102760,7.55,36.1,58.2,361.2,Loamy,Medium,5.05,Low
CASE_102761,6.93,44.9,42.4,129.8,Loamy,Low,107.16,High
CASE_102762,7.48,13.7,93.6,292.4,Silty,High,179.69,High
CASE_102763,6.52,34.5,60.7,266.7,Clay,Low,14.39,Low
CASE_102764,7.89,15.7,40.3,17.3,Silty,Low,78,Medium
CASE_102765,7.72,32.9,52.8,260.8,Sandy,Medium,79.08,Medium
CASE_102766,7.01,32.4,78.1,161.2,Clay,Low,40.15,Low
CASE_102767,8.35,17.5,61.4,240.7,Silty,Medium,138.38,High
CASE_102768,6.59,22.1,59.4,92.9,Loamy,Medium,44.23,Low
CASE_102769,5.84,16.4,44.3,19.7,Loamy,High,116.65,High
CASE_102770,7.76,24.8,87.7,193.3,Clay,Low,118.32,High
CASE_102771,7.43,29.8,40.4,58.2,Silty,Low,100.9,High
CASE_102772,4.88,23.8,58.6,330.8,Clay,Medium,100.39,High
CASE_102773,7.79,32.7,41.7,338.1,Clay,Medium,72.96,Medium
CASE_102774,8.41,43.1,46.9,56.2,Sandy,High,102.18,High
CASE_102775,4.58,23.8,90.6,348.5,Sandy,Medium,10.94,Low
CASE_102776,4.52,17.5,21.9,301.8,Clay,Medium,115.22,High
CASE_102777,7.07,18,31.8,251,Silty,High,174.46,High
CASE_102778,5.89,30.6,43.3,399.7,Silty,Low,145.08,High
CASE_102779,6.19,31.6,45.6,11.5,Silty,Low,124.8,High
CASE_102780,7.01,12.9,86.4,107.5,Silty,Low,186.44,High
CASE_102781,6.81,29.1,56.9,287,Clay,High,62.93,Medium
CASE_102782,5.2,37.4,69.8,273.3,Silty,Medium,157.5,High
CASE_102783,4.82,39.8,24.2,59.5,Loamy,High,135.07,High
CASE_102784,4.81,42.2,93,242.4,Clay,High,149.19,High
CASE_102785,5.81,27.3,88.7,382.3,Loamy,High,149.57,High
CASE_102786,5.43,20.4,53.1,125.7,Sandy,Low,56.18,Medium
CASE_102787,7.55,35.7,81.1,12.9,Silty,Low,126.02,High
CASE_102788,6.63,30.2,23.9,102.1,Loamy,Medium,158.93,High
CASE_102789,8.17,27.5,60.9,333.2,Loamy,Low,172.54,High
CASE_102790,8.12,37.6,88.2,87.3,Silty,High,105.79,High
CASE_102791,4.94,37.8,33.7,323.2,Clay,Low,169.28,High
CASE_102792,6.39,33.9,67.5,170.9,Sandy,Medium,42.68,Low
CASE_102793,6.52,12.2,89.2,70.8,Silty,High,106.26,High
CASE_102794,5.36,28.5,38.1,303.9,Clay,Medium,161.7,High
CASE_102795,8.08,32.7,74.4,219.7,Clay,High,171.92,High
CASE_102796,8.13,24.6,43.6,155.4,Clay,High,131.38,High
CASE_102797,6.49,27.3,64.1,145.1,Clay,Low,19.34,Low
CASE_102798,8.32,30.4,23.2,387.7,Silty,Medium,176.25,High
CASE_102799,5.09,15,32.6,18.2,Clay,Medium,70.51,Medium
CASE_102800,7.3,39,79.4,353,Loamy,High,110.45,High
CASE_102801,8.3,35.3,25.3,272.7,Sandy,High,90.62,Medium
CASE_102802,5.99,30.5,20.9,132.8,Sandy,Medium,181.64,High
CASE_102803,7.77,17.2,59.6,81.6,Silty,Medium,106.77,High
CASE_102804,4.82,30.6,22.4,42.7,Sandy,Low,104.64,High
CASE_102805,4.62,30.1,82.9,288.9,Sandy,Medium,120.32,High
CASE_102806,7.19,11.3,84.2,362.5,Loamy,Low,120.53,High
CASE_102807,7.48,32.2,70.9,322.6,Loamy,Low,165.8,High
CASE_102808,6,41.4,21.3,279.5,Loamy,Low,68.91,Medium
CASE_102809,8.48,34.1,22.6,330.8,Silty,High,142.71,High
CASE_102810,5.75,19.4,52.4,151.5,Loamy,Low,91.98,Medium
CASE_102811,5.69,17.5,70,268.1,Sandy,High,163.56,High
CASE_102812,7.91,28.2,66.6,36.5,Sandy,Medium,8.11,Low
CASE_102813,5.52,27.6,80.9,297.5,Sandy,High,49.32,Low
CASE_102814,6.21,44,62,101.6,Silty,Low,110.19,High
CASE_102815,6.59,10.3,82.3,281.6,Sandy,Medium,124.21,High
CASE_102816,5.95,42.7,84.7,114.2,Sandy,Low,18.41,Low
CASE_102817,5.92,33.9,92.5,145.2,Loamy,Medium,92.57,Medium
CASE_102818,4.65,43.3,69.8,376.7,Sandy,Medium,180.03,High
CASE_102819,6.45,25.8,44.9,383.1,Sandy,Medium,12.94,Low
CASE_102820,5.15,35.7,74.5,170,Loamy,Low,134.01,High
CASE_102821,5.57,12.2,79.7,248.7,Silty,Low,37.56,Low
CASE_102822,4.66,15.8,54,98.9,Clay,Medium,36.94,Low
CASE_102823,6.56,35.5,22.7,146.1,Silty,High,175.74,High
CASE_102824,4.98,40.5,90.5,31.5,Loamy,High,41.35,Low
CASE_102825,4.83,32.5,92.9,391.3,Silty,Medium,191.87,High
CASE_102826,5.31,41.1,88.4,243.2,Sandy,Medium,36.74,Low
CASE_102827,7.15,39,71.4,213.6,Loamy,High,149.29,High
CASE_102828,6.39,20.3,80.1,278.7,Loamy,High,150.06,High
CASE_102829,7.1,18.5,87.8,39.8,Loamy,Low,37.26,Low
CASE_102830,5.92,43.4,83.8,117.8,Silty,Low,159.26,High
CASE_102831,5.63,41.1,92.5,28.2,Silty,Low,62.85,Medium
CASE_102832,4.87,23.2,43.8,214.4,Loamy,High,111.92,High
CASE_102833,5.05,38.5,70.9,355.6,Silty,Medium,142.18,High
CASE_102834,7.96,25.3,48.6,373.1,Clay,High,179.31,High
CASE_102835,7.69,31.3,28.7,116.6,Loamy,Medium,186.01,High
CASE_102836,4.87,34.8,75.1,114.2,Sandy,Low,67.29,Medium
CASE_102837,4.59,37.6,43.8,341.5,Sandy,Medium,96.43,Medium
CASE_102838,5.8,28.1,53.4,135.6,Loamy,Low,133.97,High
CASE_102839,7.83,13.7,30.6,390.9,Loamy,Medium,99.28,Medium
CASE_102840,6.59,17.5,73.9,33.9,Loamy,High,104.41,High
CASE_102841,8.16,28.4,30.3,229.1,Sandy,Low,116.3,High
CASE_102842,4.62,28,26.3,187.8,Sandy,Low,44.74,Low
CASE_102843,4.81,17.8,70.5,357.9,Sandy,Low,145.35,High
CASE_102844,6.75,29.1,91.8,299.1,Sandy,Low,163.43,High
CASE_102845,6.72,31.5,44.1,228.1,Clay,Low,74.03,Medium
CASE_102846,6,35.9,88.7,183.1,Loamy,Low,32.96,Low
CASE_102847,8.12,29.9,78.5,317.8,Sandy,High,25.09,Low
CASE_102848,8.34,13.1,71.2,384.9,Sandy,Low,108.19,High
CASE_102849,8.23,36.1,37.3,133.6,Loamy,Low,172.98,High
CASE_102850,7.9,32.1,46.4,30.7,Sandy,Low,167.13,High
CASE_102851,8.15,35.6,82.2,298.4,Loamy,High,146.67,High
CASE_102852,8.11,32.8,49.9,33.4,Loamy,Low,88.26,Medium
CASE_102853,5.6,17.7,59.6,67.9,Clay,High,111.03,High
CASE_102854,6.8,15.2,44.3,164,Silty,Medium,99.45,Medium
CASE_102855,5.39,31.6,38.3,395.3,Silty,High,155.18,High
CASE_102856,7.3,38.1,74.1,279.9,Loamy,Medium,114.84,High
CASE_102857,7.05,39.7,70.2,293.2,Clay,Low,121.31,High
CASE_102858,5.09,27.7,54.2,398.9,Silty,Medium,77.4,Medium
CASE_102859,5.84,39.1,66.1,278.8,Sandy,Medium,158.36,High
CASE_102860,7.04,30.6,88.6,359.3,Clay,Medium,111.98,High
CASE_102861,8.39,39.1,40.3,171,Loamy,Medium,135.15,High
CASE_102862,5.25,10.1,74,170.2,Sandy,Low,5.82,Low
CASE_102863,7.83,44.1,68.2,184.6,Clay,High,153.54,High
CASE_102864,5.35,24.3,94.4,0.3,Loamy,Low,48.35,Low
CASE_102865,7.37,22.3,54.3,59.4,Clay,Low,41.74,Low
CASE_102866,6.63,13.4,79.3,226.6,Sandy,High,25.12,Low
CASE_102867,6.03,13.4,59.3,205.8,Clay,Medium,86.61,Medium
CASE_102868,7.83,36.3,30.8,248.8,Loamy,Medium,149.4,High
CASE_102869,6.03,14.6,84.7,245.6,Sandy,High,140.45,High
CASE_102870,6.65,42.3,64.7,388.7,Sandy,High,10.99,Low
CASE_102871,7.69,28.4,26.8,233.2,Clay,Low,115.82,High
CASE_102872,7.54,37,69.8,86.3,Silty,Low,147.1,High
CASE_102873,8.31,12.8,60.2,125,Clay,High,156.35,High
CASE_102874,6.92,10.3,78.5,328,Sandy,Medium,103.63,High
CASE_102875,6.88,24.9,45.1,226.3,Silty,Low,40.23,Low
CASE_102876,8.38,38.3,76.3,304.2,Sandy,High,9.5,Low
CASE_102877,6.05,41.5,33.3,116.9,Clay,Low,151.57,High
CASE_102878,6.2,27.2,84.2,209.3,Loamy,Medium,67.25,Medium
CASE_102879,6.13,28.1,76,48.4,Silty,High,53.31,Medium
CASE_102880,5.94,23.7,79.5,129.7,Sandy,High,79.03,Medium
CASE_102881,5.43,35.2,61,178.7,Clay,High,126.66,High
CASE_102882,8.03,29.6,65.7,350,Loamy,Low,52.48,Medium
CASE_102883,7.51,25.2,61.1,24.8,Silty,Medium,122.3,High
CASE_102884,4.74,15.9,79.7,0.5,Silty,High,166.74,High
CASE_102885,6.88,37.2,57.9,203.8,Sandy,High,118.89,High
CASE_102886,6.93,41.4,50.1,154.1,Clay,High,102.23,High
CASE_102887,4.62,27.6,80.3,220,Sandy,High,124.62,High
CASE_102888,5.58,35.7,65.8,68,Clay,High,158.3,High
CASE_102889,8.46,10.3,39.8,79.9,Silty,Medium,44.13,Low
CASE_102890,7.27,37.7,39.3,177.7,Clay,Medium,147.81,High
CASE_102891,7.29,32.2,28.6,312.4,Clay,Low,90.75,Medium
CASE_102892,5.12,19.4,49.5,112,Clay,High,132.89,High
CASE_102893,7.05,29.8,36.9,367.2,Clay,Medium,162.04,High
CASE_102894,8.37,35.4,94.5,260.4,Sandy,High,160.02,High
CASE_102895,5.8,10.2,71.1,107.5,Sandy,Low,44.74,Low
CASE_102896,6.42,43.8,38.2,288.5,Sandy,Medium,75.04,Medium
CASE_102897,6.5,22.3,77.9,249,Silty,Medium,48.09,Low
CASE_102898,5.44,36.4,84.9,351.4,Clay,Low,156.98,High
CASE_102899,8.43,23.3,67.9,64.4,Silty,Low,84.56,Medium
CASE_102900,7.51,12.3,77.3,309.9,Clay,Medium,142.28,High
CASE_102901,6.46,13.9,55.4,97.5,Sandy,Low,61.92,Medium
CASE_102902,5.42,12.7,89,212.2,Sandy,High,36.71,Low
CASE_102903,7.01,42.3,33.4,118.2,Loamy,High,109.33,High
CASE_102904,4.59,15.2,22,396,Clay,High,77.38,Medium
CASE_102905,8.48,31,22.5,32.6,Sandy,High,185.09,High
CASE_102906,6.92,25.4,90.1,213.9,Silty,High,84.2,Medium
CASE_102907,5.09,18,28,55.9,Sandy,High,179.81,High
CASE_102908,6.19,44.4,31.8,216.3,Silty,Low,67.63,Medium
CASE_102909,6.61,43.1,49.3,26,Sandy,Low,67.11,Medium
CASE_102910,5.42,31.6,25.1,185.9,Loamy,Medium,33.42,Low
CASE_102911,4.58,44.5,47.5,311.4,Clay,High,87.26,Medium
CASE_102912,6.05,22,21.6,144,Loamy,High,97.63,Medium
CASE_102913,5.08,30.7,86.9,280,Sandy,Medium,139.63,High
CASE_102914,5.71,25.9,59.5,340.2,Silty,Medium,174.23,High
CASE_102915,4.53,42.3,24.1,106.3,Sandy,Low,186.28,High
CASE_102916,6.92,26.8,90.1,96.2,Clay,Low,98.59,Medium
CASE_102917,4.81,31.3,71.1,202.2,Silty,Medium,184.54,High
CASE_102918,7.91,14.9,50.1,30.1,Loamy,Low,38.69,Low
CASE_102919,8.26,35.9,60.6,373,Silty,Low,135.6,High
CASE_102920,6.88,24.3,82.9,74.1,Sandy,High,114.44,High
CASE_102921,8.12,40.9,58.2,257.3,Silty,Medium,145.84,High
CASE_102922,8.13,42.6,87.2,55.3,Silty,High,96.29,Medium
CASE_102923,5.94,28.2,78.4,224.8,Sandy,Medium,189.93,High
CASE_102924,7.36,37.7,57.1,342.8,Silty,Low,93.86,Medium
CASE_102925,4.93,23.8,75,368.5,Loamy,Low,85.27,Medium
CASE_102926,5.12,34.2,92,256.4,Clay,Low,74.27,Medium
CASE_102927,4.85,35.5,65.2,264.6,Silty,Low,112.93,High
CASE_102928,7.62,42.5,94.2,232.5,Silty,High,157.87,High
CASE_102929,7.65,11,24.3,26.9,Clay,Low,94.53,Medium
CASE_102930,5.98,13.7,74.9,128.4,Silty,Low,102.73,High
CASE_102931,6.74,22.7,68.1,108.5,Clay,Medium,132.2,High
CASE_102932,5.14,37.4,73.1,73.1,Sandy,Low,49.72,Low
CASE_102933,7.61,21.5,69.4,49.7,Silty,Medium,168.49,High
CASE_102934,6.07,12.6,55.6,168.7,Clay,Medium,8.65,Low
CASE_102935,5.95,36.5,47.7,286.1,Loamy,High,13.84,Low
CASE_102936,6.76,43.3,28.2,13.2,Sandy,High,87.53,Medium
CASE_102937,8.46,26.9,55.1,258,Silty,Low,190.07,High
CASE_102938,8,36.1,57.3,184.7,Clay,Low,128.65,High
CASE_102939,6.33,10.6,33.1,195.4,Loamy,Medium,93.86,Medium
CASE_102940,6.59,22.1,27.9,383.3,Loamy,High,59.35,Medium
CASE_102941,7.38,22.2,94.6,121,Silty,Medium,20.31,Low
CASE_102942,7.84,16.7,73.2,24.6,Loamy,Medium,115.74,High
CASE_102943,8.16,27.2,53.6,389.3,Loamy,Medium,20.81,Low
CASE_102944,5.01,27.7,59.7,205.8,Silty,Low,131.78,High
CASE_102945,7.34,34.9,28.7,228.1,Silty,High,8.65,Low
CASE_102946,4.84,31.9,41.1,202.8,Sandy,Low,138.08,High
CASE_102947,4.98,30.7,92.7,62.7,Sandy,Medium,142.6,High
CASE_102948,7.6,19.9,41.6,362.4,Sandy,Medium,142,High
CASE_102949,6.9,14.4,79.7,256.7,Silty,High,17.29,Low
CASE_102950,4.95,23.3,78.1,166.9,Silty,High,158.04,High
CASE_102951,4.56,40.8,27.6,56.2,Sandy,High,148.47,High
CASE_102952,6.65,20.1,46.3,137.2,Silty,Low,173.67,High
CASE_102953,6.94,41.5,43,74.7,Loamy,Medium,52.37,Medium
CASE_102954,8.22,15.8,30.8,216.6,Sandy,Medium,149.65,High
CASE_102955,6.9,16.3,56,263.2,Loamy,Medium,98.63,Medium
CASE_102956,6.3,21.7,42.8,164.4,Sandy,Medium,137.49,High
CASE_102957,7.88,22.4,23.5,394.7,Loamy,High,135.36,High
CASE_102958,5.98,35.8,42,229.9,Clay,Medium,29.69,Low
CASE_102959,5.82,35.4,65.9,47.9,Sandy,Low,27.96,Low
CASE_102960,7.75,22.2,64.6,68.3,Silty,Low,129.94,High
CASE_102961,7.57,24,81.2,283.3,Sandy,High,8.95,Low
CASE_102962,5.24,44,73.8,333.6,Clay,Medium,60.7,Medium
CASE_102963,7.47,12.7,62.6,171.6,Silty,Medium,74.12,Medium
CASE_102964,5.64,13.9,67.4,97,Clay,Medium,51.02,Medium
CASE_102965,6.37,23.7,74.3,363.8,Sandy,Low,180.16,High
CASE_102966,6.94,21.1,77.9,388.6,Loamy,Medium,92.41,Medium
CASE_102967,5.41,43.5,54.4,83.3,Loamy,High,56.87,Medium
CASE_102968,5.57,40.8,32.2,25.8,Loamy,High,60.46,Medium
CASE_102969,4.99,26.5,67.1,339.5,Loamy,Medium,123.35,High
CASE_102970,5.44,33.7,52.3,45.9,Silty,Medium,164.38,High
CASE_102971,5.21,22.5,69,93.6,Sandy,High,47.46,Low
CASE_102972,6.39,25,37.5,21.5,Silty,Low,6.94,Low
CASE_102973,7.36,40.1,20.7,386.6,Sandy,Medium,158.7,High
CASE_102974,5.51,26.5,46.5,142.3,Silty,Medium,198.13,High
CASE_102975,8.47,31.5,54.7,36,Clay,Low,150.55,High
CASE_102976,7.3,24.2,61.1,377,Silty,Low,112.55,High
CASE_102977,5.11,37.7,24.7,32.7,Loamy,Low,62.01,Medium
CASE_102978,6.13,11.6,91.8,381.1,Silty,Low,105.27,High
CASE_102979,6.81,18.3,39.7,196.5,Sandy,High,147.65,High
CASE_102980,7.73,26.9,69.1,75.7,Silty,Low,61.79,Medium
CASE_102981,6.61,37.3,77.7,141.7,Sandy,High,67.01,Medium
CASE_102982,7,15.2,71,42,Sandy,High,188.55,High
CASE_102983,6.04,12,48.6,361.3,Clay,High,105.75,High
CASE_102984,8.22,23.8,52.1,231.4,Clay,High,97.56,Medium
CASE_102985,4.57,31.3,89.1,42.5,Sandy,Low,37.88,Low
CASE_102986,7.73,19.4,86.2,22,Clay,Medium,77.19,Medium
CASE_102987,7.14,22.9,78.6,66.6,Loamy,Low,114.35,High
CASE_102988,7.91,36.4,58.8,228.9,Loamy,Low,82.13,Medium
CASE_102989,7.65,33,55,385.8,Clay,High,168.93,High
CASE_102990,5.99,31.6,63.2,157.7,Loamy,Medium,130.66,High
CASE_102991,6.8,25,39.8,304.4,Clay,Medium,84.37,Medium
CASE_102992,5.97,41,76.6,129.3,Silty,Low,18.2,Low
CASE_102993,8.34,18.6,20.7,173.5,Clay,Medium,19.94,Low
CASE_102994,7.69,39.5,50.1,171.9,Clay,Low,110.12,High
CASE_102995,7.06,12.3,75,215.6,Silty,High,14.27,Low
CASE_102996,5.23,25.4,80,184.8,Clay,High,110.21,High
CASE_102997,5.25,35.8,56,181.5,Silty,Low,146.15,High
CASE_102998,4.63,20.4,85.3,7.3,Silty,Low,143.18,High
CASE_102999,6.99,36.6,74.4,276.8,Silty,Low,146.93,High
